zinc_id	supplier_code	substance.preferred_name	substance.smiles	substance.purchasable	substance.purchasability	substance.rb	substance.reactive	substance.features	calalog
ZINC000002653306	MLS000098258-01	NA	O=C(Nc1nnc(C2CC2)s1)c1cc(-c2ccccc2)nn1-c1ccccc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000005932363	MLS000098293-01	NA	O=C(Cn1c2ccccc2nc1N1CCN(c2ccccc2)CC1)c1ccccc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000003310780	MLS000098309-01	NA	Cc1cc(=O)n2c(ccc3ccccc32)c1C#N	3	Bks	0	5	set(['aggregator'])	aggregators
ZINC000003413226	MLS000098450-01	NA	Cc1cc(C(=O)CSc2nncs2)c(C)n1-c1ccc2c(c1)OCO2	50	Premier	5	10	set(['aggregator'])	aggregators
ZINC000003493740	MLS000098457-01	NA	Cc1cc(C(=O)COc2ccc3ccc(=O)oc3c2)c(C)n1Cc1cccs1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003424276	MLS000098484-01	NA	Cc1nnc(SCc2nc3ccccc3s2)n1-c1ccccc1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003505430	MLS000098485-01	NA	Cc1ccc2c(CN3C(=O)NC4(CCCCC4)C3=O)cc(=O)oc2c1C	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000003492925	MLS000098573-01	NA	Cc1cc(C(=O)CSc2nnnn2-c2ccc(Cl)cc2)c(C)n1C[C@H]1CCCO1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003492928	MLS000098573-01	NA	Cc1cc(C(=O)CSc2nnnn2-c2ccc(Cl)cc2)c(C)n1C[C@@H]1CCCO1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003493407	MLS000098578-01	NA	Cc1cc(-n2c(C)cc(C(=O)CSc3nnnn3-c3ccc(Cl)cc3)c2C)no1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003498749	MLS000098584-01	NA	Cc1ccc(-n2nnnc2SCC(=O)c2c(N)n(CC(C)C)c(=O)n(C)c2=O)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003452348	MLS000098669-01	NA	O=C(c1ccc(Cl)cc1)N1CCCC[C@@H](Sc2nnc(-c3ccc4c(c3)OCO4)o2)C1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003452353	MLS000098669-01	NA	O=C(c1ccc(Cl)cc1)N1CCCC[C@H](Sc2nnc(-c3ccc4c(c3)OCO4)o2)C1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000186352	MLS000098689-01	NA	Cc1ccc(N2C[C@@H](C(=O)Nc3ccc4c(c3)OCO4)CC2=O)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000186356	MLS000098689-01	NA	Cc1ccc(N2C[C@H](C(=O)Nc3ccc4c(c3)OCO4)CC2=O)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002660537	MLS000098703-01	NA	CCOc1ccc(-c2nnc(NC(=O)CCCOc3cccc(C)c3)o2)cc1	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000038140735	MLS000098813-01	NA	O=C(Cn1c(=O)c2c(ncn2C2CCCC2)n(Cc2ccccc2)c1=O)N1CCc2ccccc21	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000034858827	MLS000098896-01	NA	O=S(=O)(c1ccc(S(=O)(=O)N2CCN(C/C=C/c3ccccc3)CC2)cc1)N1CCCC1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000000048954	MLS000098954-01	NA	CCOC(=O)C1=C(C)NC(=O)N[C@@H]1/C=C/c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000005952739	MLS000098954-01	NA	CCOC(=O)C1=C(C)NC(=O)N[C@H]1/C=C/c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000101511627	MLS000098992-01	NA	N#C/C(=C(/O)COC(=O)CCC1CCCCC1)c1nc2ccccc2[nH]1	1	Annotated	6	50	set(['aggregator'])	aggregators
ZINC000102653109	MLS000098992-01	NA	N#C/C(=C(\O)COC(=O)CCC1CCCCC1)c1nc2ccccc2[nH]1	1	Annotated	6	50	set(['aggregator'])	aggregators
ZINC000003324261	MLS000099000-01	NA	NC(=O)c1c(NC(=O)c2cc3ccccc3o2)sc2c1CCC2	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000447252	MLS000099097-01	NA	O=C(Oc1ccc(-c2nc(-c3ccccn3)no2)cc1)c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000448050	MLS000099162-01	NA	O[C@H]1CN=C2CCCc3c4cc(Cl)ccc4n(c32)C1	3	Bks	0	0	set(['aggregator'])	aggregators
ZINC000000448051	MLS000099162-01	NA	O[C@@H]1CN=C2CCCc3c4cc(Cl)ccc4n(c32)C1	3	Bks	0	0	set(['aggregator'])	aggregators
ZINC000001083420	MLS000099220-01	NA	O=C(NCc1cccnc1)c1ccc(COc2ccccc2Br)o1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000106709	MLS000099238-01	NA	O=S(=O)(Nc1ccc2c(c1)OCCO2)c1cccs1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000132509	MLS000099265-01	NA	COc1ccc(NCC(=O)Nc2ccc(Cl)cc2C)c(OC)c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000798132	MLS000099286-01	NA	CS(=O)(=O)N1CCC(C(=O)Nc2ccc(OCc3ccccc3)cc2)CC1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000795582	MLS000099387-01	NA	COc1ccc(NC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000860212	MLS000099570-01	NA	O=C(c1cccc(F)c1)N1CCN(c2cccc(Cl)c2)CC1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000000616484	MLS000099657-01	NA	Cc1ccc(NC(=O)COc2ccc3oc4c(c3c2)CCCC4)nc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000101441757	MLS000099708-01	NA	O=S(=O)(N[C@@H]1C[C@H]2CC[C@H]1C2)c1ccc(Br)s1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000101441759	MLS000099708-01	NA	O=S(=O)(N[C@H]1C[C@H]2CC[C@H]1C2)c1ccc(Br)s1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000306669	MLS000099794-01	NA	c1ccc(Cc2nnc(-c3ccccc3)o2)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000007782919	MLS000099834-01	NA	CCSc1nnc(NC(=O)c2csc3c2CCCC3)s1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001056813	MLS000099843-01	NA	COc1ccc(N[C@H]2CC(=O)N(c3cccc(C)c3)C2=O)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000101128574	MLS000099843-01	NA	COc1ccc(N[C@@H]2CC(=O)N(c3cccc(C)c3)C2=O)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002873553	MLS000099869-01	NA	C[C@H](NC(=O)c1cc(-c2ccccc2)on1)c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002873554	MLS000099869-01	NA	C[C@@H](NC(=O)c1cc(-c2ccccc2)on1)c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002874624	MLS000099884-01	NA	Cc1nnc(NC(=O)CCSc2ccccc2)s1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004195899	MLS000099894-01	NA	CCN([C@@H]1CCS(=O)(=O)C1)S(=O)(=O)c1cccs1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004195900	MLS000099894-01	NA	CCN([C@H]1CCS(=O)(=O)C1)S(=O)(=O)c1cccs1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002874820	MLS000099897-01	NA	O=C(Nc1ccc(SC(F)F)cc1)c1ccc2nccnc2c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002875567	MLS000099936-01	NA	CCC(=O)Nc1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004282346	MLS000099962-01	NA	Cc1cn(-c2ccc(Br)cc2)nc1O	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000001059227	MLS000099965-01	NA	C=CCc1cccc2cc(C(=O)N3CCN(C(=O)c4ccco4)CC3)c(=O)oc21	3	Bks	4	30	set(['aggregator'])	aggregators
ZINC000002879277	MLS000100040-01	NA	Cc1cc2c(nc(SCC(=O)c3cc4ccccc4o3)n(C)c2=O)s1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002879516	MLS000100069-01	NA	Cc1cc(C(F)(F)F)nc(SCC(=O)NC2=NC(=O)[C@@H](C)S2)n1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002879517	MLS000100069-01	NA	Cc1cc(C(F)(F)F)nc(SCC(=O)NC2=NC(=O)[C@H](C)S2)n1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001064982	MLS000100086-01	NA	COc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(Cc2cccnc2)C3=O)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002880197	MLS000100098-01	NA	Cc1cc(C)c(OCC(=O)Nc2cccc(O)c2)cc1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000017015453	MLS000100164-01	NA	Cc1cc(C)nc(Nc2nc(COc3ccccc3)n[nH]2)n1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008628384	MLS000100182-01	NA	CCCc1cc(O)n2nc(Cc3ccccc3)nc2n1	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000004195630	MLS000100266-01	NA	O=C(Nc1ccccc1)N1CC=C(c2ccc(F)cc2)CC1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000004195627	MLS000100267-01	NA	COc1c(F)c(F)c(C(=O)Nc2ccc3oc(-c4ccncc4)nc3c2)c(F)c1F	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002626255	MLS000100270-01	NA	Cc1cc(C)n2nc(C(=O)Nc3ccc4c(c3)OCO4)nc2n1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002885288	MLS000100308-01	NA	CCOc1ccc(-c2nc3n(c(=O)c2C#N)CCCS3)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001508558	MLS000100503-01	NA	COc1cccc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)c1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001196405	MLS000100505-01	NA	O=C(Nc1nc(-c2cccs2)cs1)c1ccc(S(=O)(=O)N2CCCCC2)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000000077659	MLS000100543-01	NA	CCOc1ccccc1NC(=O)C[C@@H]1Nc2ccccc2NC1=O	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000000077663	MLS000100543-01	NA	CCOc1ccccc1NC(=O)C[C@H]1Nc2ccccc2NC1=O	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004070189	MLS000100569-01	NA	CCOc1cccc2sc(NC(=O)c3ccc(Br)s3)nc21	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003299291	MLS000100578-01	NA	O=C(Nc1nc2ccccc2s1)c1ccc(Cl)s1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000000474458	MLS000100579-01	NA	Cc1cccc2sc(NC(=O)c3ccc(Cl)s3)nc21	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000006530766	MLS000100701-01	NA	C=CCSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccc(C)cc1	50	Premier	5	30	set(['aggregator'])	aggregators
ZINC000006530706	MLS000100702-01	NA	C/C=C/CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccc(C)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002059619	MLS000100715-01	NA	CCCCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCc1ccccc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008586412	MLS000100752-01	NA	Cc1sc2[nH]c(SCC(=O)NCc3ccco3)nc(=O)c2c1C	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000000755474	MLS000100779-01	NA	COc1ccc(OC)c(-n2c(SCC(=O)N3CCc4ccccc43)nc3c(c2=O)SCC3)c1	3	Bks	6	0	set(['aggregator'])	aggregators
ZINC000000536180	MLS000100817-01	NA	Clc1ccc(-n2ncc3c2ncnc3N2CCCC2)cc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002368018	MLS000100850-01	NA	Cc1ccc(C)c(N2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004088254	MLS000100897-01	NA	O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cccs1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000004088509	MLS000100918-01	NA	O=C(Nc1nc(-c2ccc3c(c2)OCO3)cs1)[C@H]1COc2ccccc2O1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004088513	MLS000100918-01	NA	O=C(Nc1nc(-c2ccc3c(c2)OCO3)cs1)[C@@H]1COc2ccccc2O1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004088528	MLS000100922-01	NA	O=C(Nc1nc(-c2nc3ccccc3s2)cs1)[C@@H]1COc2ccccc2O1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004088529	MLS000100922-01	NA	O=C(Nc1nc(-c2nc3ccccc3s2)cs1)[C@H]1COc2ccccc2O1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004059657	MLS000100932-01	NA	O=C(CSc1cn(Cc2ccccc2)c2ccccc12)Nc1nccs1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004059658	MLS000100933-01	NA	Cc1nnc(NC(=O)CSc2cn(Cc3ccccc3)c3ccccc23)s1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000211315	MLS000100960-01	NA	O=C(Nc1cccc(C(F)(F)F)c1)c1cnc2n(c1=O)CCS2	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002724507	MLS000101015-01	NA	O=C(c1ccc(Br)o1)N1CC(=O)Nc2ccc(Cl)cc2[C@@H]1c1ccccc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002724508	MLS000101015-01	NA	O=C(c1ccc(Br)o1)N1CC(=O)Nc2ccc(Cl)cc2[C@H]1c1ccccc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002724935	MLS000101034-01	NA	COc1ccc(CC(=O)Nc2c3c(nn2C(C)(C)C)C[S@](=O)C3)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004105981	MLS000101034-01	NA	COc1ccc(CC(=O)Nc2c3c(nn2C(C)(C)C)C[S@@](=O)C3)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000006531126	MLS000101085-01	NA	CC[C@H](Sc1nc2c(cnn2-c2ccc(Cl)cc2)c(O)n1)C(=O)OC	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000006531127	MLS000101085-01	NA	CC[C@@H](Sc1nc2c(cnn2-c2ccc(Cl)cc2)c(O)n1)C(=O)OC	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000006528908	MLS000101086-01	NA	CC1CCN(C(=O)CSc2nc3c(cnn3-c3ccc(Cl)cc3)c(=O)[nH]2)CC1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000006531132	MLS000101100-01	NA	CCSc1nc2c(cnn2-c2ccc(C)cc2)c(O)n1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000006528518	MLS000101101-01	NA	CCCSc1nc2c(cnn2-c2ccc(C)cc2)c(O)n1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000018213053	MLS000101134-01	NA	C=CCSc1nc(=O)c2cnn(-c3ccc(C)c(C)c3)c2[nH]1	50	Premier	4	30	set(['aggregator'])	aggregators
ZINC000020503292	MLS000101169-01	NA	Cn1c2nc(N3CCN(CCO)CC3)n(CCSc3nc4ccccc4s3)c2c(=O)[nH]c1=O	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000002719610	MLS000101215-01	NA	C[C@H](Nc1ncnc2[nH]cnc21)c1ccccc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002719611	MLS000101215-01	NA	C[C@@H](Nc1ncnc2[nH]cnc21)c1ccccc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002719856	MLS000101285-01	NA	COc1ccc(-n2c(=O)c3c(nc2SCC(=O)N2CCN(c4ccccc4)CC2)CCS3)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002496866	MLS000101291-01	NA	CCOc1ccc(-n2c(=O)c3c(nc2SCC(=O)Nc2ccc4c(c2)OCO4)CCS3)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000002496898	MLS000101300-01	NA	O=C(CSc1nc2c(c(=O)n1-c1ccc(Cl)cc1)SCC2)Nc1ccc2c(c1)OCCO2	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000100705207	MLS000101308-01	NA	CCOC(=O)N1CCN(C(=O)CSc2nc3c4ccccc4nc-3c(O)n2C)CC1	3	Bks	4	0	set(['aggregator'])	aggregators
ZINC000100705928	MLS000101336-01	NA	O=C(CSc1nc2c3ccccc3nc-2c(O)n1-c1cccc(Cl)c1)N1CCOCC1	3	Bks	4	0	set(['aggregator'])	aggregators
ZINC000002721247	MLS000101350-01	NA	CCn1c(CNC(=O)c2cccc(C)c2)nc2ccccc21	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002721399	MLS000101388-01	NA	CCCC(=O)NCCc1nc2ccccc2n1CCC	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000002721471	MLS000101396-01	NA	COCC(=O)NCCc1nc2ccccc2[nH]1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002721967	MLS000101437-01	NA	CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1ccc2c(c1)OCO2	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002406872	MLS000101479-01	NA	O=C(CSc1ncnc2c3ccccc3oc21)Nc1ccccc1F	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000254701631	MLS000101506-01	NA	Cn1c2c(cccc2F)sc1=NC(=O)c1ccco1	3	Bks	1	0	set(['aggregator'])	aggregators
ZINC000004107369	MLS000101532-01	NA	O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)C1CCCCC1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008772838	MLS000101562-01	NA	Cc1cc2cc(CCNC(=O)CC(C)(C)C)c(=O)[nH]c2cc1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000008586386	MLS000101600-01	NA	Cc1ccc2cc(CCNC(=O)c3ccco3)c(=O)[nH]c2c1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000006559770	MLS000101665-01	NA	C[C@@H]1Cc2nc(SCC(=O)Nc3nccs3)n(Cc3ccccc3)c(=O)c2S1	3	Bks	6	0	set(['aggregator'])	aggregators
ZINC000006559774	MLS000101665-01	NA	C[C@H]1Cc2nc(SCC(=O)Nc3nccs3)n(Cc3ccccc3)c(=O)c2S1	3	Bks	6	0	set(['aggregator'])	aggregators
ZINC000006529578	MLS000101670-01	NA	Cc1nnc(NC(=O)CSc2nc3c(c(=O)n2CCc2ccccc2)S[C@H](C)C3)s1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000006529590	MLS000101670-01	NA	Cc1nnc(NC(=O)CSc2nc3c(c(=O)n2CCc2ccccc2)S[C@@H](C)C3)s1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000006530141	MLS000101671-01	NA	C[C@@H]1Cc2nc(SCC(=O)Nc3ccc4c(c3)OCO4)n(CCc3ccccc3)c(=O)c2S1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000006530151	MLS000101671-01	NA	C[C@H]1Cc2nc(SCC(=O)Nc3ccc4c(c3)OCO4)n(CCc3ccccc3)c(=O)c2S1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000000427888	MLS000101692-01	NA	Cc1cc2ccccc2n1CCNC(=O)c1cccs1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000067165	MLS000101744-01	NA	Cc1ccccc1C(=O)OCn1nnc2ccccc2c1=O	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000006479129	MLS000101975-01	NA	Cc1cccc(NC(=O)c2cnc3sccn3c2=O)c1C	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000004930884	MLS000102098-01	NA	Cc1c(C(=O)NCC(C)C)sc2nc(-c3ccc(F)cc3)cn12	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000006309186	MLS000102104-01	NA	Cc1c(C(=O)Nc2ccncc2)sc2nc(-c3ccc(F)cc3)cn12	10	For-Sale	3	0	set(['aggregator'])	aggregators
ZINC000004061576	MLS000102133-01	NA	Cc1cc2cc(CNC(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)ccc2n1C	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004061589	MLS000102141-01	NA	Cc1cc2cc(CNS(=O)(=O)c3ccccc3)ccc2n1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004061594	MLS000102142-01	NA	COc1ccc(S(=O)(=O)NCc2ccc3c(cc(C)n3C)c2)cc1	10	For-Sale	5	0	set(['aggregator'])	aggregators
ZINC000018062108	MLS000102184-01	NA	COc1ccc(-n2c(SC)nnc2-c2c[nH]c3ccccc32)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004138836	MLS000102209-01	NA	Cc1nc(SCc2c(F)cccc2Cl)c2c(=O)n(C)c(=O)n(C)c2n1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004960330	MLS000102211-01	NA	Cc1nc(SCC(=O)OCc2ccccc2)c2c(=O)n(C)c(=O)n(C)c2n1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004139002	MLS000102241-01	NA	CCCc1nc(SCC(=O)NCc2ccco2)c2c(=O)n(C)c(=O)n(C)c2n1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004033699	MLS000102349-01	NA	Cc1cccc(-n2c(=O)cc(N3CCN(c4ccc(F)cc4)CC3)[nH]c2=O)c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004162829	MLS000102382-01	NA	O=C(CN1c2ccccc2S[C@H](c2ccco2)CC1=O)Nc1ccccc1F	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004162832	MLS000102382-01	NA	O=C(CN1c2ccccc2S[C@@H](c2ccco2)CC1=O)Nc1ccccc1F	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000006530708	MLS000102516-01	NA	O=C(Cn1cnc2c(nnn2-c2ccccc2)c1=O)N1CCC(Cc2ccccc2)CC1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004166052	MLS000102642-01	NA	O=C(Cn1cnc2c(cnn2-c2ccc(F)cc2)c1=O)NCCc1ccccc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004166148	MLS000102646-01	NA	Cc1ccc(-n2ncc3c2ncn(CC(=O)NCc2ccco2)c3=O)cc1C	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004166831	MLS000102702-01	NA	O=S(=O)(NCc1csc(-c2cccnc2)n1)c1cccs1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000006531129	MLS000102762-01	NA	Cc1csc2nc(CNC(=O)C3CCCCC3)cn12	10	For-Sale	3	0	set(['aggregator'])	aggregators
ZINC000004004929	MLS000102767-01	NA	CCc1ccc(S(=O)(=O)NCc2cn3ccsc3n2)s1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000004063007	MLS000102788-01	NA	O=C(Nc1ccc(-c2nc3cccnc3s2)cc1)c1ccc(Br)o1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002917275	MLS000102816-01	NA	CCCCNC(=O)c1cc2c(nc3c(C)cccn3c2=O)n1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004063150	MLS000102836-01	NA	O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(Cl)s1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008584023	MLS000102840-01	NA	C=CCSc1nc2ccccc2c(=O)[nH]1	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000004176335	MLS000102878-01	NA	O=C(CN1C(=O)CCC1=O)Nc1nc(-c2nc3ccccc3s2)cs1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004176513	MLS000102880-01	NA	O=C(Nc1nc(-c2cccs2)cs1)c1ccc(Cl)s1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004194693	MLS000102924-01	NA	CCOC(=O)c1sc(NC(=O)c2ccc(Cl)s2)cc1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000072492	MLS000102997-01	NA	O=C(CSc1nc2ccccc2[nH]1)Nc1ccc(F)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000195600	MLS000103054-01	NA	Cc1c(NC(=O)OCc2ccccc2)c(=O)n(-c2ccccc2)n1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000637842	MLS000103118-01	NA	Cc1ccc(CSc2nc3c(c(=O)[nH]c(=O)n3C)n2CCC(C)C)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004191778	MLS000103329-01	NA	CN(C)c1ccc(C(=O)Nc2nnc(-c3ccc(Cl)cc3)o2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001127255	MLS000103386-01	NA	CC(C)Cc1nnc(NC(=O)CCN2C(=O)c3ccccc3C2=O)s1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000671019	MLS000103406-01	NA	O=C(COc1ccccc1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000006005829	MLS000103462-01	NA	CCN(CC)CCCN=c1[nH]c2ccccc2[nH]1	20	On-Demand	6	0	set(['aggregator'])	aggregators
ZINC000000617193	MLS000103539-01	NA	Cc1c2cc(C)c(C)cc2oc1C(=O)Nc1cccnc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002712331	MLS000103673-01	NA	CCOC(=O)[C@@H](C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3c(c1)OCCO3)c2=O	50	Premier	7	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000002712333	MLS000103673-01	NA	CCOC(=O)[C@H](C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3c(c1)OCCO3)c2=O	50	Premier	7	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000254493509	MLS000103771-01	NA	C#CCn1c2c(cccc2OC)sc1=NC(=O)c1cccs1	3	Bks	3	30	set(['aggregator'])	aggregators
ZINC000006530647	MLS000103864-01	NA	O=C(NCc1cn2ccccc2n1)c1ccc(Br)o1	20	On-Demand	3	0	set(['aggregator'])	aggregators
ZINC000004248552	MLS000103896-01	NA	CCc1ccc(S(=O)(=O)NCCc2cn3ccsc3n2)s1	50	Premier	6	0	set(['aggregator'])	aggregators
